id,order_id,item_id,qty,unit_price
608,87,1,1,24
609,87,15,1,74
610,87,27,1,26
611,87,35,1,16
612,87,43,1,65
613,88,15,1,74
614,88,8,1,21
615,88,23,1,16
616,89,19,1,46
617,89,22,1,24
618,89,33,1,26
619,89,10,1,92
620,89,26,1,22
621,89,15,1,74
622,89,23,1,16
623,89,12,1,145
624,89,7,1,19
625,89,11,1,58
626,89,40,1,17
627,90,18,2,56
628,90,25,1,14
629,90,31,1,220
630,90,34,1,22
631,91,6,1,22
632,91,19,1,46
633,91,42,1,8
634,91,21,1,165
635,91,29,1,650
636,92,4,1,28
637,92,40,1,17
638,92,1,1,24
639,92,14,1,62
640,92,27,1,26
641,92,39,1,18
642,93,6,1,22
643,93,18,1,56
644,93,24,1,15
645,93,38,1,16
646,93,7,1,19
647,93,14,1,62
648,93,42,1,8
649,93,10,1,92
650,93,41,1,9
651,94,12,1,145
652,94,27,1,26
653,94,34,1,22
654,94,7,1,19
655,94,16,1,190
656,94,38,2,16
657,94,4,1,28
658,94,10,1,92
659,95,18,1,56
660,95,31,1,220
661,95,5,1,26
662,95,34,1,22
663,95,16,1,190
664,95,33,1,26
665,95,15,1,74
666,95,25,1,14
667,95,35,1,16
668,95,21,1,165
669,95,36,1,85
670,96,1,1,24
671,96,13,1,68
672,96,2,1,38
673,96,17,1,54
674,96,24,1,15
675,97,1,1,24
676,97,10,1,92
677,97,42,2,8
678,98,1,1,24
679,98,20,1,44
680,98,26,1,22
681,98,36,1,85
682,98,6,1,22
683,98,15,1,74
684,98,24,1,15
685,98,32,1,28
686,98,21,2,165
687,98,33,1,26
688,99,9,1,23
689,99,14,1,62
690,99,16,1,190
691,99,42,2,8
692,99,7,1,19
693,99,11,1,58
694,99,23,1,16
695,100,4,1,28
696,100,15,1,74
697,100,24,1,15
698,100,10,2,92
699,100,35,1,16
700,100,7,1,19
701,100,21,1,165
702,100,37,1,22
703,100,1,1,24
704,100,11,1,58
705,100,34,1,22
706,101,12,2,145
707,101,35,1,16
708,101,22,1,24
709,101,40,1,17
710,101,10,1,92
711,102,10,2,92
712,102,22,1,24
713,102,31,1,220
714,102,7,1,19
715,102,34,1,22
716,103,11,1,58
717,103,1,1,24
718,103,10,1,92
719,103,32,1,28
720,103,17,1,54
721,103,39,1,18
722,104,1,2,24
723,104,19,1,46
724,104,22,1,24
725,104,42,1,8
726,104,13,1,68
727,104,25,1,14
728,104,10,1,92
729,104,26,1,22
730,104,32,1,28
731,105,8,1,21
732,105,14,1,62
733,105,22,1,24
734,105,38,1,16
735,105,9,2,23
736,105,15,1,74
737,105,23,1,16
738,105,5,1,26
739,105,18,1,56
740,105,32,1,28
741,106,7,2,19
742,106,19,1,46
743,106,21,1,165
744,106,36,1,85
745,106,16,1,190
746,106,40,1,17
747,107,1,2,24
748,107,10,2,92
749,107,38,1,16
750,107,9,1,23
751,107,19,2,46
752,107,25,1,14
753,107,32,1,28
754,107,14,1,62
755,107,40,1,17
756,107,6,1,22
757,107,37,1,22
758,108,6,2,22
759,108,10,2,92
760,108,40,1,17
761,108,15,1,74
762,108,1,1,24
763,108,11,1,58
764,108,23,1,16
765,108,3,1,34
766,109,21,2,165
767,109,36,2,85
768,109,34,1,22
769,109,38,1,16
770,109,15,1,74
771,109,23,1,16
772,109,35,1,16
773,109,7,1,19
774,109,11,1,58
775,110,6,1,22
776,110,13,1,68
777,110,29,1,650
778,110,2,2,38
779,110,22,1,24
780,110,34,1,22
781,110,15,1,74
782,110,8,1,21
783,110,12,1,145
784,110,23,1,16
785,111,40,1,17
786,111,9,1,23
787,111,12,1,145
788,111,6,1,22
789,111,11,2,58
790,111,24,1,15
791,111,14,1,62
792,111,39,1,18
793,111,7,1,19
794,112,7,1,19
795,112,15,2,74
796,113,23,2,16
797,113,6,1,22
798,113,15,1,74
799,113,41,1,9
800,114,3,1,34
801,114,22,1,24
802,114,35,1,16
803,114,15,1,74
804,114,1,1,24
805,114,19,1,46
806,114,23,1,16
807,114,42,1,8
808,115,2,1,38
809,115,25,1,14
810,115,33,1,26
811,115,1,1,24
812,115,15,1,74
813,115,26,1,22
814,115,28,1,950
815,116,33,1,26
816,116,6,1,22
817,116,15,1,74
818,116,22,1,24
819,116,35,1,16
820,117,8,1,21
821,117,24,1,15
822,117,38,1,16
823,117,5,1,26
824,117,11,1,58
825,117,39,1,18
826,117,18,1,56
827,117,23,1,16
828,117,7,1,19
829,117,13,1,68
830,118,11,1,58
831,118,24,1,15
832,118,7,1,19
833,118,19,1,46
834,118,25,1,14
835,118,1,1,24
836,118,10,1,92
837,118,37,1,22
838,119,15,1,74
839,119,23,1,16
840,119,40,1,17
841,120,10,2,92
842,120,25,1,14
843,120,4,1,28
844,120,13,2,68
845,120,40,1,17
846,120,6,2,22
847,120,24,1,15
848,120,41,1,9
849,120,12,1,145
850,120,32,1,28
851,120,1,1,24
852,120,19,1,46
853,120,22,1,24
854,120,34,1,22
855,121,1,1,24
856,121,17,1,54
857,121,24,2,15
858,121,3,1,34
859,122,6,1,22
860,122,13,2,68
861,122,22,1,24
862,122,7,1,19
863,122,24,1,15
864,123,19,1,46
865,123,2,1,38
866,123,11,1,58
867,123,8,1,21
868,124,21,1,165
869,124,36,1,85
870,124,39,1,18
871,124,2,1,38
872,124,18,1,56
873,124,24,1,15
874,124,44,1,48
875,125,10,1,92
876,125,38,1,16
877,126,2,1,38
878,126,19,1,46
879,126,24,1,15
880,126,4,1,28
881,126,11,1,58
882,126,38,1,16
883,126,25,1,14
884,126,44,1,48
885,127,8,2,21
886,127,20,1,44
887,127,22,1,24
888,127,1,1,24
889,127,18,1,56
890,127,35,1,16
891,128,11,2,58
892,128,25,1,14
893,128,32,1,28
894,128,2,1,38
895,128,18,1,56
896,128,39,1,18
897,128,8,1,21
898,128,30,1,480
899,128,4,1,28
900,128,15,1,74
901,128,22,1,24
902,128,38,1,16
903,129,9,1,23
904,129,17,1,54
905,129,27,1,26
906,129,37,1,22
907,129,8,1,21
908,129,11,1,58
909,129,40,1,17
910,129,7,1,19
911,129,13,1,68
912,129,23,2,16
913,129,42,1,8
914,129,10,1,92
915,130,3,1,34
916,130,17,1,54
917,130,5,2,26
918,130,20,1,44
919,130,37,1,22
920,130,14,1,62
921,130,25,1,14
922,130,32,1,28
923,130,9,1,23
924,130,12,1,145
925,130,26,1,22
926,130,42,1,8
927,131,2,1,38
928,131,11,1,58
929,131,42,2,8
930,131,21,1,165
931,132,15,1,74
932,132,22,1,24
933,132,17,1,54
934,132,42,1,8
935,133,6,1,22
936,133,19,1,46
937,133,8,1,21
938,133,11,1,58
939,134,6,1,22
940,134,23,1,16
941,134,32,1,28
942,135,4,1,28
943,135,12,1,145
944,135,22,1,24
945,135,6,1,22
946,135,11,1,58
947,135,26,1,22
948,135,31,1,220
949,136,7,1,19
950,136,12,1,145
951,136,21,1,165
952,136,36,1,85
953,137,11,1,58
954,137,27,1,26
955,137,39,1,18
956,137,21,1,165
957,137,36,1,85
958,137,7,1,19
959,137,17,1,54
960,137,26,1,22
961,137,18,1,56
962,137,22,1,24
963,137,41,1,9
964,138,4,1,28
965,138,10,1,92
966,138,25,1,14
967,138,11,1,58
968,138,6,1,22
969,138,20,1,44
970,139,4,1,28
971,139,10,1,92
972,139,39,1,18
973,140,7,1,19
974,140,13,1,68
975,140,27,1,26
976,141,6,1,22
977,141,13,1,68
978,141,29,1,650
979,141,21,2,165
980,141,36,2,85
981,141,42,1,8
982,141,2,1,38
983,141,12,1,145
984,141,26,1,22
985,141,34,1,22
986,142,8,1,21
987,142,15,1,74
988,142,31,1,220
989,143,2,2,38
990,143,39,1,18
991,143,13,1,68
992,143,40,1,17
993,143,4,1,28
994,143,25,1,14
995,144,19,1,46
996,144,24,1,15
997,144,3,1,34
998,144,17,1,54
999,144,42,1,8
1000,144,43,1,65
1001,145,11,1,58
1002,145,22,1,24
1003,145,41,1,9
1004,145,10,1,92
1005,145,38,1,16
1006,145,44,1,48
1007,146,5,1,26
1008,146,18,2,56
1009,146,37,1,22
1010,146,7,1,19
1011,146,17,1,54
1012,146,3,1,34
1013,146,35,1,16
1014,146,2,1,38
1015,146,13,1,68
1016,146,23,1,16
1017,146,33,1,26
1018,147,19,1,46
1019,147,33,1,26
1020,147,9,1,23
1021,147,15,1,74
1022,147,31,1,220
1023,148,14,1,62
1024,148,37,1,22
1025,148,18,1,56
1026,148,35,1,16
1027,149,4,2,28
1028,149,19,2,46
1029,149,26,1,22
1030,150,6,1,22
1031,150,15,1,74
1032,150,23,1,16
1033,150,10,1,92
1034,150,42,1,8
1035,150,13,1,68
1036,150,26,1,22
1037,150,33,1,26
1038,151,19,2,46
1039,151,38,1,16
1040,151,1,1,24
1041,151,27,1,26
1042,151,43,1,65
1043,152,4,1,28
1044,152,13,2,68
1045,152,26,1,22
1046,152,40,1,17
1047,152,7,1,19
1048,152,24,1,15
1049,152,39,1,18
1050,153,10,1,92
1051,153,27,1,26
1052,153,34,1,22
1053,153,18,1,56
1054,153,22,1,24
1055,153,30,1,480
1056,154,20,1,44
1057,154,38,1,16
1058,154,19,1,46
1059,154,27,1,26
1060,154,21,1,165
1061,154,36,1,85
1062,154,39,1,18
1063,154,8,1,21
1064,154,15,2,74
1065,154,9,1,23
1066,154,26,1,22
1067,154,4,1,28
1068,154,10,1,92
1069,155,21,2,165
1070,155,33,1,26
1071,155,7,1,19
1072,155,15,1,74
1073,155,24,1,15
1074,155,19,1,46
1075,155,37,1,22
1076,156,8,1,21
1077,156,10,1,92
1078,156,37,1,22
1079,156,9,1,23
1080,156,11,1,58
1081,156,23,1,16
1082,157,13,1,68
1083,157,26,1,22
1084,157,4,1,28
1085,158,19,1,46
1086,158,16,1,190
1087,158,22,1,24
1088,158,35,1,16
1089,158,4,1,28
1090,158,18,1,56
1091,158,39,1,18
1092,158,6,1,22
1093,158,10,1,92
1094,159,4,1,28
1095,159,13,1,68
1096,159,26,1,22
1097,159,33,1,26
1098,160,17,2,54
1099,160,22,1,24
1100,160,3,1,34
1101,160,31,1,220
1102,160,32,1,28
1103,160,8,1,21
1104,160,11,1,58
1105,161,27,1,26
1106,161,31,1,220
1107,161,8,1,21
1108,161,11,1,58
1109,161,22,1,24
1110,161,37,1,22
1111,162,1,1,24
1112,162,33,1,26
1113,162,10,1,92
1114,162,41,1,9
1115,163,16,1,190
1116,163,23,1,16
1117,163,5,1,26
1118,163,17,1,54
1119,163,39,1,18
1120,164,8,1,21
1121,164,19,1,46
1122,164,24,1,15
1123,164,33,1,26
1124,164,4,1,28
1125,164,13,1,68
1126,164,23,1,16
1127,164,1,1,24
1128,164,17,1,54
1129,164,22,1,24
1130,165,17,2,54
1131,165,1,1,24
1132,165,38,1,16
1133,166,7,1,19
1134,166,11,1,58
1135,166,41,1,9
1136,166,8,1,21
1137,166,19,1,46
1138,166,23,1,16
1139,166,21,1,165
1140,166,39,1,18
1141,166,2,1,38
1142,166,18,1,56
1143,167,4,1,28
1144,167,11,1,58
1145,167,24,1,15
1146,167,37,1,22
1147,167,1,1,24
1148,167,14,1,62
1149,167,22,1,24
1150,167,7,1,19
1151,167,10,2,92
1152,167,39,1,18
1153,167,6,1,22
1154,168,7,1,19
1155,168,10,1,92
1156,168,22,1,24
1157,168,39,2,18
1158,168,15,2,74
1159,168,16,1,190
1160,168,35,1,16
1161,168,8,1,21
1162,168,27,1,26
1163,168,38,1,16
1164,169,9,1,23
1165,169,10,1,92
1166,169,38,1,16
1167,170,1,1,24
1168,170,19,1,46
1169,170,25,1,14
1170,170,34,1,22
1171,170,18,2,56
1172,170,30,1,480
1173,170,4,1,28
1174,170,31,1,220
1175,170,44,1,48
1176,171,7,1,19
1177,171,19,1,46
1178,171,22,1,24
1179,171,36,1,85
1180,172,5,1,26
1181,172,12,1,145
1182,173,2,1,38
1183,173,17,1,54
1184,173,24,1,15
1185,173,39,1,18
1186,173,9,1,23
1187,173,18,1,56
1188,173,30,1,480
1189,174,19,1,46
1190,174,40,1,17
1191,174,15,1,74
1192,174,42,1,8
1193,174,16,1,190
1194,174,23,1,16
1195,174,31,1,220
1196,174,44,1,48
1197,175,11,1,58
1198,175,26,1,22
1199,175,33,1,26
1200,175,17,1,54
1201,176,2,1,38
1202,176,15,1,74
1203,176,7,2,19
1204,176,17,1,54
1205,176,22,2,24
1206,176,33,1,26
1207,176,20,1,44
1208,176,41,1,9
1209,177,4,1,28
1210,177,11,1,58
1211,177,35,1,16
1212,177,19,1,46
1213,177,33,1,26
1214,178,2,1,38
1215,178,11,1,58
1216,178,7,1,19
1217,178,17,1,54
1218,179,7,1,19
1219,179,15,1,74
1220,179,21,1,165
1221,180,9,1,23
1222,180,13,1,68
1223,180,23,1,16
1224,180,6,1,22
1225,180,12,1,145
1226,180,25,1,14
1227,181,11,1,58
1228,181,25,2,14
1229,181,36,1,85
1230,181,10,1,92
1231,181,39,1,18
1232,182,4,2,28
1233,182,10,1,92
1234,182,25,1,14
1235,182,42,1,8
1236,182,1,1,24
1237,182,20,1,44
1238,182,19,1,46
1239,183,19,1,46
1240,183,24,1,15
1241,183,12,1,145
1242,183,2,1,38
1243,183,43,1,65
1244,184,19,2,46
1245,184,41,1,9
1246,184,6,1,22
1247,184,5,1,26
1248,184,18,1,56
1249,184,31,1,220
1250,185,18,1,56
1251,185,22,1,24
1252,185,37,1,22
1253,185,17,1,54
1254,185,2,2,38
1255,185,11,1,58
1256,185,23,2,16
1257,185,10,1,92
1258,185,13,1,68
1259,186,15,1,74
1260,186,24,1,15
1261,186,41,1,9
1262,186,3,1,34
1263,186,27,2,26
1264,186,17,1,54
1265,186,38,1,16
1266,187,22,1,24
1267,187,33,1,26
1268,188,18,1,56
1269,188,1,1,24
1270,188,11,1,58
1271,188,22,1,24
1272,188,7,1,19
1273,188,17,1,54
1274,188,39,1,18
1275,189,13,1,68
1276,189,22,2,24
1277,189,42,1,8
1278,189,7,2,19
1279,189,17,1,54
1280,189,10,1,92
1281,189,24,1,15
1282,189,6,2,22
1283,189,11,1,58
1284,189,15,2,74
1285,189,8,1,21
1286,190,1,1,24
1287,190,18,2,56
1288,190,22,1,24
1289,190,34,1,22
1290,190,9,1,23
1291,190,12,1,145
1292,190,37,1,22
1293,190,41,1,9
1294,191,21,1,165
1295,191,34,1,22
1296,191,7,1,19
1297,191,15,1,74
1298,191,25,1,14
1299,191,42,1,8
1300,191,11,1,58
1301,191,40,1,17
1302,192,11,1,58
1303,192,1,1,24
1304,192,38,1,16
1305,192,19,1,46
1306,192,42,1,8
1307,192,12,1,145
1308,192,30,1,480
1309,192,43,1,65
1310,193,7,2,19
1311,193,17,1,54
1312,193,24,3,15
1313,193,40,1,17
1314,193,13,1,68
1315,193,23,1,16
1316,193,38,1,16
1317,193,35,2,16
1318,193,11,1,58
1319,194,21,1,165
1320,194,33,1,26
1321,194,19,1,46
1322,195,19,1,46
1323,195,23,2,16
1324,195,35,1,16
1325,195,7,1,19
1326,195,11,1,58
1327,195,22,1,24
1328,195,3,1,34
1329,195,21,1,165
1330,195,34,1,22
1331,195,1,2,24
1332,195,37,1,22
1333,195,10,1,92
1334,195,32,1,28
1335,196,19,2,46
1336,196,31,1,220
1337,196,1,1,24
1338,197,10,2,92
1339,197,22,2,24
1340,197,15,1,74
1341,197,23,1,16
1342,197,33,1,26
1343,197,11,1,58
1344,197,4,1,28
1345,198,1,1,24
1346,198,13,1,68
1347,198,24,1,15
1348,198,33,1,26
1349,198,11,1,58
1350,198,23,1,16
1351,198,29,1,650
1352,198,43,1,65
1353,199,3,1,34
1354,199,10,1,92
1355,199,18,1,56
1356,199,38,1,16
1357,200,3,1,34
1358,200,20,1,44
1359,200,25,1,14
1360,200,34,1,22
